leave_id,employee_id,leave_type,start_date,end_date,total_leave_days,leave_reason,approval_status,approved_by
7179,813,Casual Leave,2024-04-12,2024-04-16,5,Religious Festival,Approved,Finn Mandal
7180,1151,Casual Leave,2024-12-25,2025-01-03,10,Child Care,Approved,Ayaan Patla
7181,1737,Annual Leave,2024-07-03,2024-07-03,1,Vacation,Approved,Reyansh Sood
7182,354,Annual Leave,2024-04-27,2024-05-06,10,Family Emergency,Pending,
7183,624,Emergency Leave,2024-10-28,2024-10-30,3,Child Care,Pending,
7184,2405,Emergency Leave,2025-01-16,2025-01-20,5,Medical Treatment,Approved,Bhavya Naidu
7185,2670,Unpaid Leave,2024-01-03,2024-01-10,8,Marriage,Approved,Qarin Wali
7186,1600,Unpaid Leave,2024-08-18,2024-08-26,9,Religious Festival,Approved,Ekaraj Bahri
7187,2696,Unpaid Leave,2025-04-01,2025-04-01,1,Religious Festival,Pending,
7188,2782,Paternity Leave,2024-10-10,2024-10-17,8,Marriage,Approved,Wishi Walla
7189,1060,Annual Leave,2025-08-08,2025-08-17,10,Child Care,Approved,Ethan Konda
7190,2798,Casual Leave,2024-11-06,2024-11-06,1,Medical Treatment,Approved,Vedika Mall
7191,775,Emergency Leave,2024-02-17,2024-02-21,5,Vacation,Approved,Raagini More
7192,986,Casual Leave,2025-09-26,2025-10-04,9,Personal Work,Approved,Sudiksha Tailor
7193,774,Unpaid Leave,2025-10-03,2025-10-10,8,Vacation,Approved,Krishna Gopal
7194,64,Paternity Leave,2025-12-06,2025-12-12,7,Higher Education,Approved,Oviya Khurana
7195,2337,Casual Leave,2024-11-03,2024-11-12,10,Medical Treatment,Approved,Vinaya Mukherjee
7196,1249,Unpaid Leave,2025-12-05,2025-12-07,3,Religious Festival,Approved,Lohit Ray
7197,1045,Casual Leave,2024-06-20,2024-06-29,10,Child Care,Approved,Zayyan Kumar
7198,2360,Casual Leave,2024-04-04,2024-04-08,5,Medical Treatment,Approved,Aachal Randhawa
7199,2854,Emergency Leave,2024-10-18,2024-10-23,6,Family Emergency,Approved,Chanchal Bajaj
7200,1945,Casual Leave,2024-07-01,2024-07-03,3,Vacation,Approved,Tara Shah
7201,460,Emergency Leave,2025-10-18,2025-10-19,2,Higher Education,Approved,Amruta Kurian
7202,839,Casual Leave,2024-10-14,2024-10-18,5,Personal Work,Approved,Anamika Soman
7203,2856,Unpaid Leave,2024-09-17,2024-09-22,6,Marriage,Approved,Tamanna Lal
7204,1283,Paternity Leave,2024-04-16,2024-04-17,2,Marriage,Approved,Ladli Salvi
7205,2257,Sick Leave,2025-01-09,2025-01-11,3,Higher Education,Approved,Janaki Jayaraman
7206,2943,Annual Leave,2025-06-02,2025-06-02,1,Higher Education,Approved,Tamanna Halder
7207,53,Emergency Leave,2025-06-23,2025-07-01,9,Medical Treatment,Rejected,
7208,514,Paternity Leave,2025-09-03,2025-09-12,10,Religious Festival,Approved,Janya Bath
7209,1837,Emergency Leave,2025-09-11,2025-09-12,2,Marriage,Approved,Saanvi Raghavan
7210,168,Unpaid Leave,2024-07-25,2024-07-29,5,Personal Work,Approved,Mitali Chahal
7211,2292,Casual Leave,2024-03-28,2024-03-29,2,Personal Work,Approved,Kamya Om
7212,712,Paternity Leave,2024-02-21,2024-02-24,4,Religious Festival,Approved,Kala Raja
7213,614,Unpaid Leave,2024-03-23,2024-03-31,9,Marriage,Approved,Yashvi Patla
7214,1980,Sick Leave,2024-04-28,2024-05-06,9,Religious Festival,Approved,Aarnav Arya
7215,1661,Paternity Leave,2025-11-03,2025-11-10,8,Medical Treatment,Approved,Amruta Dhar
7216,2702,Sick Leave,2025-07-17,2025-07-17,1,Child Care,Pending,
7217,1335,Emergency Leave,2024-01-06,2024-01-10,5,Higher Education,Approved,Brijesh Nori
7218,393,Unpaid Leave,2025-06-11,2025-06-12,2,Family Emergency,Approved,Warjas Nanda
7219,2986,Paternity Leave,2024-01-25,2024-01-26,2,Higher Education,Approved,Kamala Mandal
7220,154,Paternity Leave,2024-03-31,2024-04-08,9,Personal Work,Approved,Chaitaly Dua
7221,299,Paternity Leave,2025-12-27,2025-12-27,1,Medical Treatment,Approved,Jagvi Deshpande
7222,476,Emergency Leave,2024-12-12,2024-12-13,2,Child Care,Approved,Rachit Sibal
7223,1056,Casual Leave,2024-01-02,2024-01-08,7,Medical Treatment,Approved,Rajeshri Shere
7224,423,Maternity Leave,2025-02-03,2025-02-11,9,Higher Education,Approved,Brinda Borde
7225,1488,Unpaid Leave,2024-07-30,2024-08-03,5,Personal Work,Approved,Imaran Purohit
7226,2005,Sick Leave,2024-06-11,2024-06-19,9,Religious Festival,Pending,
7227,2910,Sick Leave,2025-05-27,2025-05-30,4,Higher Education,Approved,Vasatika Pillai
7228,1198,Maternity Leave,2024-12-21,2024-12-28,8,Vacation,Approved,Aahana Konda
7229,1921,Maternity Leave,2024-08-17,2024-08-25,9,Family Emergency,Pending,
7230,1396,Sick Leave,2025-05-02,2025-05-04,3,Medical Treatment,Approved,Tanveer Padmanabhan
7231,643,Annual Leave,2025-02-24,2025-03-04,9,Family Emergency,Approved,Yashasvi Walla
7232,680,Emergency Leave,2024-04-22,2024-04-29,8,Vacation,Approved,Nilima Hari
7233,2518,Emergency Leave,2024-03-08,2024-03-14,7,Vacation,Approved,Ishwar Lala
7234,608,Maternity Leave,2024-10-11,2024-10-17,7,Marriage,Approved,Aradhana Golla
7235,2250,Sick Leave,2024-09-06,2024-09-15,10,Religious Festival,Approved,Riya Kulkarni
7236,1882,Annual Leave,2024-09-04,2024-09-10,7,Family Emergency,Approved,Udyati Rana
7237,445,Unpaid Leave,2024-04-23,2024-04-23,1,Marriage,Approved,Tamanna Konda
7238,2798,Paternity Leave,2025-03-30,2025-04-06,8,Vacation,Approved,Amrita Setty
7239,1831,Annual Leave,2025-08-03,2025-08-06,4,Vacation,Approved,Chaitaly Kapoor
7240,2162,Paternity Leave,2024-05-12,2024-05-20,9,Child Care,Approved,Faqid Rai
7241,2923,Paternity Leave,2025-07-22,2025-07-28,7,Marriage,Approved,Mohini Sodhi
7242,673,Annual Leave,2025-06-04,2025-06-11,8,Vacation,Approved,Veer Jani
7243,2338,Maternity Leave,2025-03-29,2025-04-01,4,Personal Work,Approved,Adya Prashad
7244,2433,Sick Leave,2025-01-16,2025-01-22,7,Personal Work,Approved,Frado Kara
7245,2216,Emergency Leave,2024-06-17,2024-06-23,7,Family Emergency,Pending,
7246,2522,Emergency Leave,2024-09-29,2024-10-04,6,Higher Education,Approved,Wazir Bora
7247,1174,Paternity Leave,2024-11-24,2024-11-28,5,Child Care,Approved,Chatresh Bedi
7248,1298,Emergency Leave,2024-12-29,2024-12-31,3,Child Care,Approved,Anjali Raj
7249,1477,Paternity Leave,2024-03-15,2024-03-19,5,Family Emergency,Approved,Gautam Wadhwa
7250,2057,Annual Leave,2025-03-31,2025-04-07,8,Personal Work,Rejected,
7251,2042,Emergency Leave,2025-05-21,2025-05-30,10,Vacation,Approved,Jalsa Arora
7252,794,Casual Leave,2025-07-14,2025-07-19,6,Family Emergency,Approved,Vedant Singhal
7253,250,Sick Leave,2024-04-22,2024-04-28,7,Child Care,Rejected,
7254,2505,Sick Leave,2024-11-18,2024-11-18,1,Child Care,Approved,Farhan Narain
7255,2717,Casual Leave,2024-10-11,2024-10-16,6,Religious Festival,Approved,Sai Mann
7256,1816,Sick Leave,2025-10-16,2025-10-19,4,Vacation,Approved,Sai Keer
7257,1891,Unpaid Leave,2024-12-05,2024-12-09,5,Vacation,Approved,Oni Buch
7258,1561,Sick Leave,2024-12-07,2024-12-12,6,Religious Festival,Approved,Rohan Panchal
7259,601,Paternity Leave,2025-10-30,2025-11-01,3,Child Care,Approved,Priya Taneja
7260,1961,Casual Leave,2025-12-11,2025-12-12,2,Marriage,Approved,Mohini Chandra
7261,1976,Unpaid Leave,2024-12-30,2025-01-08,10,Vacation,Approved,Dalaja Raj
7262,254,Paternity Leave,2024-10-26,2024-10-31,6,Marriage,Approved,Upkaar Chaudhry
7263,1637,Paternity Leave,2025-12-18,2025-12-24,7,Marriage,Approved,Amol Halder
7264,796,Sick Leave,2025-03-08,2025-03-15,8,Marriage,Approved,Hemang Balasubramanian
7265,1057,Sick Leave,2025-01-11,2025-01-13,3,Religious Festival,Approved,Irya Bir
7266,2856,Emergency Leave,2025-03-27,2025-03-29,3,Marriage,Approved,Niharika Kala
7267,1907,Sick Leave,2025-11-02,2025-11-05,4,Family Emergency,Approved,Imaran Modi
7268,763,Casual Leave,2025-05-14,2025-05-23,10,Vacation,Approved,Yasti Khurana
7269,955,Unpaid Leave,2024-09-26,2024-09-29,4,Vacation,Approved,Adweta Bajaj
7270,29,Maternity Leave,2025-07-01,2025-07-10,10,Marriage,Approved,Varsha Sha
7271,1029,Annual Leave,2024-10-06,2024-10-09,4,Vacation,Approved,Abdul Malhotra
7272,1095,Sick Leave,2024-02-15,2024-02-18,4,Marriage,Approved,Devansh Pandit
7273,2797,Annual Leave,2024-11-11,2024-11-19,9,Marriage,Pending,
7274,2185,Casual Leave,2024-07-20,2024-07-25,6,Medical Treatment,Approved,Yoshita Rai
7275,524,Casual Leave,2024-11-07,2024-11-14,8,Vacation,Pending,
7276,1104,Emergency Leave,2025-01-03,2025-01-06,4,Religious Festival,Approved,Tamanna Guha
7277,2815,Paternity Leave,2025-03-18,2025-03-19,2,Child Care,Approved,Matthew Bawa
7278,2341,Paternity Leave,2024-08-27,2024-09-02,7,Child Care,Approved,Yadavi Joshi
7279,1212,Casual Leave,2024-04-10,2024-04-15,6,Family Emergency,Approved,Kamala Ghose
7280,393,Casual Leave,2025-11-04,2025-11-11,8,Marriage,Approved,Tanvi Jhaveri
7281,1899,Maternity Leave,2024-06-21,2024-06-23,3,Vacation,Approved,Yasti Puri
7282,1324,Sick Leave,2025-04-21,2025-04-23,3,Higher Education,Approved,Harrison Golla
7283,812,Paternity Leave,2024-03-15,2024-03-24,10,Religious Festival,Approved,Bhavani Badal
7284,2527,Sick Leave,2025-08-15,2025-08-19,5,Family Emergency,Approved,Tara Dixit
7285,2156,Maternity Leave,2025-06-02,2025-06-05,4,Vacation,Approved,Andrew Cheema
7286,906,Maternity Leave,2024-03-21,2024-03-28,8,Higher Education,Approved,Girindra Parikh
7287,2773,Paternity Leave,2024-06-07,2024-06-15,9,Marriage,Approved,Vritti Chokshi
7288,329,Paternity Leave,2024-03-02,2024-03-07,6,Family Emergency,Approved,Balvan Sankar
7289,388,Maternity Leave,2025-09-17,2025-09-25,9,Child Care,Approved,Aarush Bhargava
7290,1415,Unpaid Leave,2025-05-20,2025-05-25,6,Vacation,Approved,Zansi Om
7291,524,Casual Leave,2025-03-02,2025-03-02,1,Child Care,Approved,Vidhi Balasubramanian
7292,2660,Maternity Leave,2025-10-24,2025-10-30,7,Vacation,Approved,Nikita Prabhakar
7293,1652,Paternity Leave,2024-10-21,2024-10-28,8,Personal Work,Approved,Sudiksha Thaman
7294,2025,Emergency Leave,2025-09-14,2025-09-21,8,Personal Work,Approved,Panini Raja
7295,2328,Maternity Leave,2025-08-20,2025-08-28,9,Family Emergency,Approved,Aarini Apte
7296,2292,Maternity Leave,2025-12-16,2025-12-21,6,Medical Treatment,Approved,Daniel Sankaran
7297,2994,Annual Leave,2025-07-22,2025-07-25,4,Family Emergency,Approved,Harinakshi Magar
7298,1272,Sick Leave,2025-06-29,2025-07-06,8,Family Emergency,Approved,Chatresh Chowdhury
7299,423,Casual Leave,2024-04-04,2024-04-09,6,Child Care,Approved,Yauvani Johal
7300,992,Paternity Leave,2024-05-09,2024-05-16,8,Child Care,Approved,Abhiram Arya
7301,934,Maternity Leave,2024-10-26,2024-11-04,10,Religious Festival,Approved,Idika Bumb
7302,2444,Casual Leave,2025-12-16,2025-12-16,1,Religious Festival,Approved,Tanmayi Srinivasan
7303,1313,Unpaid Leave,2025-09-01,2025-09-05,5,Child Care,Approved,Jason Kale
7304,2714,Paternity Leave,2024-01-03,2024-01-08,6,Higher Education,Approved,Falguni Narayan
7305,239,Maternity Leave,2025-09-13,2025-09-20,8,Vacation,Approved,Rachana Dugal
7306,613,Paternity Leave,2025-02-09,2025-02-10,2,Family Emergency,Approved,Vrinda Varkey
7307,1916,Sick Leave,2025-10-14,2025-10-20,7,Marriage,Approved,Amaira Narula
7308,2798,Paternity Leave,2025-11-04,2025-11-06,3,Child Care,Approved,Vihaan Hegde
7309,2691,Unpaid Leave,2024-09-07,2024-09-14,8,Family Emergency,Approved,Anita Desai
7310,697,Paternity Leave,2025-03-10,2025-03-13,4,Higher Education,Approved,Vamakshi Sarraf
7311,1098,Maternity Leave,2024-06-24,2024-06-27,4,Medical Treatment,Approved,Oni Kunda
7312,1746,Paternity Leave,2025-06-07,2025-06-13,7,Medical Treatment,Approved,Kamya Modi
7313,2377,Annual Leave,2024-02-22,2024-02-22,1,Personal Work,Approved,Divya Varkey
7314,2248,Maternity Leave,2025-06-27,2025-07-03,7,Vacation,Approved,Ucchal Ramachandran
7315,1812,Sick Leave,2025-05-31,2025-06-02,3,Personal Work,Approved,Bhavna Mukherjee
7316,1833,Unpaid Leave,2024-02-11,2024-02-19,9,Marriage,Pending,
7317,2722,Emergency Leave,2025-06-23,2025-07-01,9,Religious Festival,Approved,Isaiah Varty
7318,2581,Casual Leave,2024-01-26,2024-01-27,2,Child Care,Approved,Balhaar Ramaswamy
7319,239,Unpaid Leave,2024-06-03,2024-06-12,10,Marriage,Approved,Baghyawati Sundaram
7320,2031,Annual Leave,2025-09-14,2025-09-20,7,Religious Festival,Approved,Eesha Sharma
7321,2616,Maternity Leave,2024-01-20,2024-01-21,2,Religious Festival,Approved,Balveer Seth
7322,2011,Unpaid Leave,2025-08-27,2025-08-30,4,Child Care,Approved,Eta D’Alia
7323,1784,Maternity Leave,2025-01-16,2025-01-20,5,Higher Education,Approved,Wazir Sani
7324,875,Paternity Leave,2025-09-14,2025-09-17,4,Vacation,Approved,Thomas Gulati
7325,2915,Casual Leave,2025-02-24,2025-02-26,3,Vacation,Approved,Yamini Aurora
7326,2701,Casual Leave,2024-09-16,2024-09-22,7,Medical Treatment,Approved,Ekanta Tata
7327,2266,Sick Leave,2025-09-07,2025-09-14,8,Personal Work,Approved,Udyati Dube
7328,1841,Emergency Leave,2024-10-22,2024-10-23,2,Marriage,Approved,Yuvraj Bhatnagar
7329,1823,Casual Leave,2024-08-26,2024-08-29,4,Religious Festival,Approved,Balhaar Kaur
7330,178,Maternity Leave,2024-12-06,2024-12-12,7,Marriage,Approved,Kamya Koshy
7331,2062,Annual Leave,2025-11-19,2025-11-25,7,Religious Festival,Approved,Viraj Merchant
7332,237,Sick Leave,2025-03-02,2025-03-05,4,Child Care,Approved,Udant Narain
7333,1149,Emergency Leave,2024-08-10,2024-08-19,10,Family Emergency,Pending,
7334,1087,Sick Leave,2025-12-29,2026-01-02,5,Marriage,Approved,Dhruv Gala
7335,1468,Casual Leave,2024-05-29,2024-06-06,9,Religious Festival,Approved,Karan Rana
7336,725,Annual Leave,2024-03-25,2024-03-27,3,Religious Festival,Approved,Krishna Mitter
7337,1593,Annual Leave,2024-05-28,2024-05-31,4,Medical Treatment,Approved,Ojas Wadhwa
7338,21,Maternity Leave,2025-06-13,2025-06-21,9,Religious Festival,Approved,Jalsa Chaudhary
7339,1272,Emergency Leave,2024-05-07,2024-05-16,10,Child Care,Approved,Andrew Trivedi
7340,3,Casual Leave,2025-03-27,2025-04-05,10,Marriage,Approved,Zaid Sahota
7341,1954,Emergency Leave,2025-11-22,2025-11-26,5,Higher Education,Approved,Shaurya Chaudhary
7342,1763,Paternity Leave,2024-02-22,2024-03-02,10,Medical Treatment,Approved,Advay Memon
7343,1746,Annual Leave,2025-05-18,2025-05-20,3,Religious Festival,Approved,Pushti Varkey
7344,182,Unpaid Leave,2024-05-11,2024-05-14,4,Child Care,Approved,Meera Kapoor
7345,2863,Casual Leave,2024-02-01,2024-02-06,6,Child Care,Approved,Urishilla Mammen
7346,2909,Maternity Leave,2025-08-16,2025-08-17,2,Vacation,Approved,Neha Nagi
7347,174,Unpaid Leave,2024-01-20,2024-01-24,5,Marriage,Approved,Leela Sarna
7348,881,Sick Leave,2025-10-19,2025-10-24,6,Child Care,Approved,Bhavya Das
7349,2928,Paternity Leave,2025-06-29,2025-07-05,7,Marriage,Approved,Anjali Cheema
7350,2112,Casual Leave,2024-04-29,2024-05-04,6,Vacation,Approved,Agastya Gokhale
7351,686,Maternity Leave,2024-01-03,2024-01-08,6,Higher Education,Approved,Guneet Wason
7352,791,Unpaid Leave,2025-10-27,2025-11-04,9,Vacation,Approved,Raagini Bose
7353,281,Sick Leave,2024-12-16,2024-12-20,5,Higher Education,Approved,Samar Chada
7354,388,Maternity Leave,2024-03-19,2024-03-20,2,Vacation,Pending,
7355,1577,Paternity Leave,2025-09-22,2025-09-23,2,Medical Treatment,Approved,Gabriel Sastry
7356,777,Emergency Leave,2025-07-13,2025-07-18,6,Religious Festival,Approved,Jyoti Palla
7357,1377,Annual Leave,2025-01-01,2025-01-10,10,Marriage,Approved,Dalaja Sankaran
7358,2361,Emergency Leave,2024-07-04,2024-07-12,9,Child Care,Approved,Balendra Tandon
7359,2705,Emergency Leave,2024-05-23,2024-05-24,2,Vacation,Approved,Xalak Talwar
7360,2630,Casual Leave,2025-12-23,2026-01-01,10,Marriage,Pending,
7361,2897,Sick Leave,2025-01-18,2025-01-26,9,Religious Festival,Pending,
7362,71,Emergency Leave,2024-08-13,2024-08-14,2,Medical Treatment,Approved,Anay Sethi
7363,630,Maternity Leave,2024-10-02,2024-10-05,4,Family Emergency,Approved,Chakrika Gill
7364,305,Unpaid Leave,2025-10-20,2025-10-23,4,Religious Festival,Approved,Maanav Koshy
7365,669,Sick Leave,2024-03-12,2024-03-12,1,Personal Work,Approved,Ekanta Roy
7366,170,Paternity Leave,2025-07-16,2025-07-16,1,Marriage,Pending,
7367,1958,Unpaid Leave,2024-08-04,2024-08-05,2,Higher Education,Pending,
7368,2032,Casual Leave,2024-11-30,2024-12-08,9,Child Care,Approved,Yashasvi Jaggi
7369,633,Paternity Leave,2024-03-29,2024-04-05,8,Vacation,Approved,Jason Borah
7370,1592,Emergency Leave,2025-08-03,2025-08-04,2,Family Emergency,Approved,Darsh Basak
7371,1698,Unpaid Leave,2024-09-07,2024-09-09,3,Marriage,Approved,Kashvi Wali
7372,244,Emergency Leave,2025-07-07,2025-07-16,10,Religious Festival,Rejected,
7373,301,Emergency Leave,2025-04-10,2025-04-15,6,Medical Treatment,Approved,Jackson Dua
7374,689,Annual Leave,2025-10-09,2025-10-10,2,Vacation,Approved,Jagvi Brahmbhatt
7375,2635,Annual Leave,2025-03-24,2025-04-01,9,Medical Treatment,Approved,Warda Prashad
7376,2733,Paternity Leave,2024-04-26,2024-04-28,3,Marriage,Approved,Omisha Nanda
7377,2784,Maternity Leave,2024-01-29,2024-02-07,10,Marriage,Pending,
7378,243,Sick Leave,2025-03-13,2025-03-18,6,Higher Education,Approved,Farhan Sem
7379,2379,Paternity Leave,2025-08-30,2025-09-01,3,Family Emergency,Approved,Ria Kunda
7380,906,Annual Leave,2025-10-03,2025-10-07,5,Religious Festival,Approved,Anika Bhalla
7381,2458,Emergency Leave,2025-03-01,2025-03-09,9,Medical Treatment,Approved,Devansh Som
7382,83,Maternity Leave,2024-08-22,2024-08-28,7,Child Care,Approved,Ekapad Kumer
7383,2243,Annual Leave,2024-05-17,2024-05-21,5,Religious Festival,Approved,Tarak Tripathi
7384,669,Annual Leave,2024-01-17,2024-01-18,2,Vacation,Approved,Lipika Kashyap
7385,890,Unpaid Leave,2024-08-19,2024-08-25,7,Medical Treatment,Approved,Yahvi Raval
7386,1659,Unpaid Leave,2025-10-04,2025-10-08,5,Vacation,Approved,Isaac Gupta
7387,1037,Casual Leave,2025-03-17,2025-03-23,7,Medical Treatment,Approved,Harish Sampath
7388,2834,Maternity Leave,2025-04-03,2025-04-10,8,Personal Work,Pending,
7389,157,Unpaid Leave,2024-08-17,2024-08-25,9,Personal Work,Approved,William Chaudhuri
7390,1741,Maternity Leave,2025-06-13,2025-06-18,6,Religious Festival,Approved,Yatin Suresh
7391,123,Unpaid Leave,2025-05-31,2025-06-06,7,Religious Festival,Approved,Sneha Vora
7392,2055,Annual Leave,2024-11-13,2024-11-19,7,Higher Education,Approved,Jhalak Kale
7393,1075,Casual Leave,2025-05-19,2025-05-25,7,Marriage,Approved,Avi Wable
7394,2803,Maternity Leave,2025-08-30,2025-09-07,9,Religious Festival,Pending,
7395,2341,Paternity Leave,2025-03-02,2025-03-02,1,Family Emergency,Approved,Idika Kala
7396,2492,Casual Leave,2025-02-03,2025-02-04,2,Vacation,Approved,Bakhshi Dugar
7397,1190,Maternity Leave,2024-03-25,2024-03-30,6,Higher Education,Approved,Yasti Shankar
7398,1766,Sick Leave,2024-11-20,2024-11-25,6,Personal Work,Approved,Azad Chhabra
7399,1861,Emergency Leave,2025-10-31,2025-11-06,7,Religious Festival,Approved,Charvi Trivedi
7400,800,Annual Leave,2025-08-25,2025-08-26,2,Personal Work,Approved,Panini Sidhu
7401,2030,Sick Leave,2025-12-21,2025-12-29,9,Child Care,Rejected,
7402,506,Emergency Leave,2025-03-03,2025-03-07,5,Child Care,Approved,Zarna Nadkarni
7403,2125,Casual Leave,2025-11-15,2025-11-24,10,Family Emergency,Pending,
7404,2812,Emergency Leave,2025-07-15,2025-07-17,3,Higher Education,Approved,Baljiwan Kashyap
7405,1590,Annual Leave,2025-11-08,2025-11-09,2,Child Care,Approved,Hiral Ghosh
7406,562,Unpaid Leave,2024-07-16,2024-07-24,9,Vacation,Approved,Dalbir Goswami
7407,777,Casual Leave,2025-08-07,2025-08-16,10,Personal Work,Approved,Urvi Sarraf
7408,1639,Maternity Leave,2025-01-01,2025-01-10,10,Child Care,Pending,
7409,1979,Paternity Leave,2025-07-20,2025-07-20,1,Religious Festival,Approved,Gautami Mann
7410,1551,Sick Leave,2024-08-27,2024-09-03,8,Personal Work,Approved,Nirja Lalla
7411,184,Sick Leave,2025-11-17,2025-11-18,2,Higher Education,Pending,
7412,542,Sick Leave,2025-06-01,2025-06-02,2,Family Emergency,Approved,Sai Khurana
7413,1321,Sick Leave,2025-03-29,2025-04-02,5,Marriage,Approved,Amara Gaba
7414,1394,Sick Leave,2024-11-16,2024-11-21,6,Child Care,Approved,Chakradhar Pathak
7415,139,Annual Leave,2024-10-20,2024-10-28,9,Personal Work,Approved,Onkar Dhingra
7416,2459,Emergency Leave,2024-02-03,2024-02-04,2,Medical Treatment,Approved,Anika Nath
7417,1483,Unpaid Leave,2025-05-15,2025-05-15,1,Family Emergency,Approved,Madhav Goswami
7418,34,Paternity Leave,2024-04-18,2024-04-23,6,Marriage,Pending,
7419,1354,Sick Leave,2025-10-18,2025-10-19,2,Medical Treatment,Approved,Netra Dayal
7420,2110,Casual Leave,2025-12-28,2026-01-02,6,Vacation,Pending,
7421,1350,Maternity Leave,2024-03-31,2024-04-09,10,Family Emergency,Approved,Rehaan Amble
7422,993,Sick Leave,2024-08-21,2024-08-23,3,Medical Treatment,Approved,Yashvi Pall
7423,28,Maternity Leave,2025-12-16,2025-12-17,2,Personal Work,Pending,
7424,1058,Paternity Leave,2025-04-02,2025-04-05,4,Personal Work,Approved,Mitali Gandhi
7425,2861,Paternity Leave,2025-06-11,2025-06-12,2,Vacation,Approved,Nathan Anne
7426,2205,Unpaid Leave,2024-02-11,2024-02-18,8,Personal Work,Approved,Isha Hayer
7427,2846,Unpaid Leave,2025-10-16,2025-10-19,4,Higher Education,Approved,Ria Keer
7428,1974,Maternity Leave,2025-06-14,2025-06-22,9,Personal Work,Approved,Yug Dube
7429,185,Unpaid Leave,2024-01-22,2024-01-24,3,Medical Treatment,Approved,Indira Bath
7430,1750,Maternity Leave,2024-05-16,2024-05-18,3,Marriage,Approved,Ijaya Deol
