promotion_id,employee_id,promotion_date,old_designation,new_designation,salary_increment_percent,promotion_reason
2262,408,2025-10-16,Senior Analyst,Senior Executive,13.53,Business Requirement
2263,2871,2024-01-03,Executive,Assistant Manager,8.34,Business Requirement
2264,2172,2024-04-09,Assistant Manager,Manager,16.31,Business Requirement
2265,2208,2024-05-22,Assistant Manager,Manager,20.13,Outstanding Performance
2266,850,2024-04-24,Assistant Manager,Team Lead,24.42,Outstanding Performance
2267,2454,2025-06-14,Executive,Team Lead,19.82,Outstanding Performance
2268,1288,2024-10-29,Senior Analyst,Assistant Manager,10.09,Annual Promotion
2269,2674,2025-05-11,Senior Analyst,Senior Executive,10.74,Business Requirement
2270,144,2025-11-24,Senior Executive,Team Lead,9.44,Outstanding Performance
2271,1490,2024-07-21,Senior Analyst,Lead Analyst,24.43,Annual Promotion
2272,1,2024-07-20,Analyst,Senior Manager,12.22,Outstanding Performance
2273,1202,2024-08-02,Senior Analyst,Team Lead,19.21,Role Expansion
2274,2009,2024-05-07,Executive,Manager,19.82,Business Requirement
2275,2205,2024-03-26,Senior Executive,Manager,16.68,Outstanding Performance
2276,184,2024-10-29,Associate,Team Lead,12.03,Annual Promotion
2277,882,2024-03-06,Executive,Lead Analyst,24.28,Business Requirement
2278,2424,2024-07-21,Senior Analyst,Senior Executive,14.1,Annual Promotion
2279,1729,2025-09-25,Associate,Manager,9.26,Leadership Development
2280,2662,2024-06-23,Senior Executive,Assistant Manager,23.36,Role Expansion
2281,1042,2024-12-14,Analyst,Executive,19.5,Annual Promotion
2282,290,2024-04-24,Senior Analyst,Senior Executive,18.7,Leadership Development
2283,2645,2025-08-11,Associate,Senior Manager,11.27,Leadership Development
2284,2654,2025-05-12,Senior Analyst,Senior Manager,21.95,Business Requirement
2285,629,2024-03-01,Executive,Assistant Manager,13.38,Role Expansion
2286,2473,2025-05-03,Analyst,Executive,12.21,Leadership Development
2287,451,2025-12-27,Junior Executive,Manager,19.63,Role Expansion
2288,2623,2025-12-17,Junior Executive,Lead Analyst,9.51,Leadership Development
2289,600,2024-12-14,Assistant Manager,Lead Analyst,22.77,Annual Promotion
2290,402,2025-07-05,Senior Executive,Executive,14.41,Annual Promotion
2291,506,2025-12-10,Analyst,Executive,10.99,Leadership Development
2292,2006,2024-11-20,Senior Analyst,Team Lead,9.62,Leadership Development
2293,1156,2025-12-13,Associate,Manager,17.38,Business Requirement
2294,700,2025-09-03,Junior Executive,Executive,13.41,Role Expansion
2295,2777,2025-04-10,Executive,Lead Analyst,24.46,Business Requirement
2296,1650,2025-10-22,Senior Analyst,Manager,16.11,Annual Promotion
2297,2813,2025-01-24,Senior Executive,Executive,16.73,Annual Promotion
2298,585,2024-11-19,Associate,Senior Executive,14.44,Leadership Development
2299,2619,2024-12-08,Junior Executive,Senior Manager,24.57,Annual Promotion
2300,1714,2024-03-29,Associate,Manager,20.02,Annual Promotion
2301,1920,2024-11-07,Analyst,Lead Analyst,16.54,Leadership Development
2302,2943,2025-03-06,Analyst,Manager,22.98,Annual Promotion
2303,357,2024-07-19,Senior Executive,Senior Manager,24.11,Role Expansion
2304,370,2024-09-20,Assistant Manager,Lead Analyst,18.79,Outstanding Performance
2305,384,2025-04-09,Associate,Senior Executive,10.81,Outstanding Performance
2306,1171,2025-12-20,Junior Executive,Senior Manager,17.42,Role Expansion
2307,44,2024-11-23,Assistant Manager,Team Lead,24.36,Role Expansion
2308,2994,2024-09-27,Associate,Manager,10.32,Role Expansion
2309,2773,2024-12-31,Senior Analyst,Senior Manager,23.1,Outstanding Performance
2310,2525,2025-08-10,Analyst,Executive,11.23,Outstanding Performance
2311,2878,2025-11-02,Associate,Assistant Manager,17.08,Leadership Development
2312,2709,2025-01-19,Executive,Senior Manager,24.16,Business Requirement
2313,174,2024-08-20,Associate,Manager,18.33,Annual Promotion
2314,2145,2025-09-29,Associate,Team Lead,23.36,Annual Promotion
2315,547,2025-02-28,Junior Executive,Lead Analyst,16.73,Outstanding Performance
2316,1553,2025-02-22,Analyst,Assistant Manager,10.9,Outstanding Performance
2317,1024,2024-09-21,Senior Executive,Senior Manager,22.14,Outstanding Performance
2318,1979,2024-07-15,Senior Executive,Lead Analyst,12.99,Annual Promotion
2319,2586,2024-04-20,Junior Executive,Senior Manager,17.67,Annual Promotion
2320,2112,2025-04-28,Senior Executive,Senior Manager,22.04,Outstanding Performance
2321,2000,2025-03-21,Analyst,Manager,8.98,Outstanding Performance
2322,1346,2024-04-11,Senior Analyst,Assistant Manager,13.07,Outstanding Performance
2323,2960,2024-06-01,Junior Executive,Lead Analyst,11.16,Leadership Development
2324,1765,2025-07-18,Junior Executive,Executive,16.36,Outstanding Performance
2325,630,2024-06-24,Senior Analyst,Manager,14.98,Role Expansion
2326,2690,2024-02-29,Junior Executive,Senior Executive,12.25,Role Expansion
2327,1226,2025-04-30,Analyst,Lead Analyst,14.2,Annual Promotion
2328,1104,2024-06-29,Senior Analyst,Team Lead,9.85,Role Expansion
2329,1800,2025-09-05,Associate,Team Lead,10.75,Leadership Development
2330,24,2025-10-17,Associate,Assistant Manager,14.11,Annual Promotion
2331,1167,2024-04-22,Junior Executive,Senior Executive,8.68,Role Expansion
2332,1357,2024-02-17,Analyst,Senior Manager,23.32,Annual Promotion
2333,1964,2024-04-16,Associate,Senior Executive,24.31,Leadership Development
2334,2004,2025-07-19,Junior Executive,Assistant Manager,17.35,Annual Promotion
2335,1638,2024-07-26,Senior Executive,Team Lead,16.53,Role Expansion
2336,87,2025-05-30,Executive,Team Lead,10.14,Leadership Development
2337,2804,2025-03-26,Senior Analyst,Executive,12.02,Leadership Development
2338,33,2024-09-21,Analyst,Manager,15.38,Leadership Development
2339,339,2024-12-18,Senior Executive,Assistant Manager,20.94,Annual Promotion
2340,2988,2025-06-26,Senior Analyst,Senior Executive,16.69,Annual Promotion
2341,472,2025-09-26,Senior Executive,Team Lead,22.69,Annual Promotion
2342,1758,2024-12-04,Associate,Team Lead,11.37,Outstanding Performance
2343,2058,2024-07-30,Associate,Senior Manager,18.39,Annual Promotion
2344,2577,2025-06-20,Assistant Manager,Manager,18.79,Annual Promotion
2345,1644,2025-07-23,Junior Executive,Senior Executive,8.65,Annual Promotion
2346,73,2024-10-20,Executive,Assistant Manager,18.48,Outstanding Performance
2347,1558,2025-11-27,Assistant Manager,Executive,14.92,Leadership Development
2348,948,2025-09-09,Associate,Senior Manager,11.77,Role Expansion
2349,2089,2025-09-02,Analyst,Executive,15.26,Outstanding Performance
2350,1103,2025-01-09,Senior Executive,Executive,14.18,Leadership Development
2351,1012,2024-08-23,Associate,Assistant Manager,13.44,Outstanding Performance
2352,1318,2025-08-27,Executive,Senior Manager,11.6,Role Expansion
2353,413,2024-09-15,Senior Executive,Manager,15.33,Leadership Development
2354,1370,2025-06-20,Analyst,Lead Analyst,13.17,Outstanding Performance
2355,2798,2025-04-20,Associate,Executive,17.38,Annual Promotion
2356,1481,2024-03-02,Senior Executive,Lead Analyst,20.63,Business Requirement
2357,1523,2024-05-04,Senior Analyst,Manager,12.05,Leadership Development
2358,1574,2025-06-28,Executive,Manager,9.48,Outstanding Performance
2359,2466,2025-01-03,Executive,Senior Manager,10.05,Business Requirement
2360,781,2025-12-25,Associate,Team Lead,11.28,Role Expansion
2361,2239,2024-03-22,Junior Executive,Executive,18.52,Leadership Development
2362,828,2025-11-01,Associate,Assistant Manager,17.07,Annual Promotion
2363,786,2025-06-24,Junior Executive,Senior Executive,15.11,Leadership Development
2364,2296,2025-07-26,Assistant Manager,Team Lead,24.58,Leadership Development
2365,2939,2024-11-04,Analyst,Senior Manager,10.0,Role Expansion
2366,1717,2024-02-06,Junior Executive,Assistant Manager,16.9,Business Requirement
2367,684,2025-06-08,Assistant Manager,Executive,18.19,Annual Promotion
2368,2320,2024-09-10,Senior Executive,Executive,9.03,Annual Promotion
2369,1629,2025-01-24,Associate,Team Lead,16.42,Business Requirement
2370,308,2025-04-15,Assistant Manager,Manager,10.81,Business Requirement
2371,1599,2024-04-06,Analyst,Manager,14.81,Leadership Development
2372,15,2024-09-06,Executive,Senior Executive,10.72,Annual Promotion
2373,37,2024-02-29,Senior Analyst,Senior Manager,22.95,Business Requirement
2374,2899,2024-09-29,Analyst,Manager,20.25,Leadership Development
2375,903,2025-11-15,Senior Executive,Team Lead,13.04,Leadership Development
2376,701,2025-07-30,Senior Analyst,Executive,11.81,Business Requirement
2377,161,2025-03-05,Executive,Lead Analyst,18.87,Leadership Development
2378,212,2025-08-18,Executive,Lead Analyst,18.92,Annual Promotion
2379,2190,2024-05-23,Assistant Manager,Senior Executive,9.98,Leadership Development
2380,1512,2025-11-28,Associate,Manager,13.52,Business Requirement
2381,548,2025-03-17,Senior Executive,Senior Manager,14.94,Business Requirement
2382,235,2025-02-06,Senior Executive,Lead Analyst,18.64,Outstanding Performance
2383,899,2025-07-27,Assistant Manager,Lead Analyst,20.42,Leadership Development
2384,65,2025-02-10,Executive,Lead Analyst,17.14,Business Requirement
2385,2819,2025-02-23,Junior Executive,Senior Manager,14.49,Leadership Development
2386,2599,2024-12-13,Assistant Manager,Senior Manager,18.27,Annual Promotion
2387,1329,2025-03-02,Assistant Manager,Senior Executive,12.57,Business Requirement
2388,1620,2024-04-23,Associate,Team Lead,10.65,Annual Promotion
2389,1778,2024-03-16,Associate,Senior Manager,14.27,Role Expansion
2390,744,2024-10-09,Junior Executive,Assistant Manager,15.81,Annual Promotion
2391,2010,2024-04-23,Executive,Manager,24.04,Annual Promotion
2392,87,2024-04-08,Associate,Lead Analyst,13.27,Annual Promotion
2393,2490,2024-06-25,Assistant Manager,Senior Manager,11.19,Annual Promotion
2394,1005,2024-10-30,Junior Executive,Assistant Manager,15.74,Role Expansion
2395,2158,2024-05-04,Junior Executive,Senior Manager,10.33,Outstanding Performance
2396,1548,2024-03-26,Senior Analyst,Executive,14.53,Outstanding Performance
2397,2640,2025-07-01,Assistant Manager,Executive,23.89,Annual Promotion
2398,343,2025-10-23,Executive,Team Lead,12.55,Business Requirement
2399,39,2024-12-24,Junior Executive,Team Lead,24.28,Outstanding Performance
2400,1387,2024-04-12,Senior Analyst,Senior Manager,22.5,Outstanding Performance
2401,1968,2024-06-05,Executive,Senior Executive,20.91,Role Expansion
2402,1260,2025-06-24,Assistant Manager,Senior Executive,13.64,Annual Promotion
2403,2835,2025-06-06,Executive,Manager,12.55,Business Requirement
2404,183,2024-05-09,Junior Executive,Executive,9.75,Leadership Development
2405,1702,2024-05-03,Junior Executive,Manager,10.41,Annual Promotion
2406,1750,2025-07-05,Junior Executive,Senior Executive,14.55,Leadership Development
2407,926,2024-10-06,Associate,Lead Analyst,23.67,Role Expansion
2408,461,2024-02-11,Associate,Senior Manager,16.36,Outstanding Performance
2409,1464,2025-12-18,Executive,Lead Analyst,9.3,Leadership Development
2410,348,2025-01-31,Junior Executive,Lead Analyst,23.22,Business Requirement
2411,1756,2025-07-19,Executive,Senior Executive,17.02,Business Requirement
2412,1742,2024-03-22,Executive,Senior Manager,10.55,Leadership Development
2413,1176,2025-05-02,Senior Analyst,Team Lead,13.92,Outstanding Performance
2414,2711,2025-06-28,Senior Executive,Assistant Manager,14.27,Leadership Development
2415,313,2024-12-28,Assistant Manager,Senior Manager,21.41,Annual Promotion
2416,601,2025-07-01,Assistant Manager,Senior Manager,13.44,Role Expansion
2417,1960,2025-09-14,Analyst,Senior Manager,21.85,Outstanding Performance
2418,2977,2024-03-26,Senior Analyst,Assistant Manager,12.73,Outstanding Performance
2419,1578,2024-01-09,Senior Executive,Team Lead,13.99,Role Expansion
2420,2841,2024-11-20,Analyst,Assistant Manager,24.54,Business Requirement
2421,1366,2024-12-30,Assistant Manager,Senior Manager,10.35,Annual Promotion
2422,2251,2025-09-04,Analyst,Assistant Manager,16.45,Business Requirement
2423,2197,2025-09-09,Analyst,Manager,21.96,Role Expansion
2424,2929,2025-07-14,Junior Executive,Manager,15.17,Business Requirement
2425,899,2025-11-28,Assistant Manager,Senior Manager,19.95,Annual Promotion
2426,833,2025-10-04,Senior Executive,Executive,24.9,Outstanding Performance
2427,1942,2025-10-24,Senior Executive,Manager,24.28,Outstanding Performance
2428,1479,2024-09-03,Junior Executive,Lead Analyst,22.43,Annual Promotion
2429,591,2024-01-27,Senior Executive,Assistant Manager,22.2,Business Requirement
2430,864,2025-05-12,Analyst,Senior Executive,22.07,Outstanding Performance
2431,481,2024-05-16,Associate,Senior Executive,24.35,Annual Promotion
2432,108,2025-04-20,Analyst,Senior Manager,19.83,Role Expansion
2433,2873,2024-02-07,Senior Executive,Executive,9.8,Business Requirement
2434,2433,2025-03-01,Junior Executive,Assistant Manager,22.8,Outstanding Performance
2435,579,2024-05-10,Executive,Lead Analyst,9.34,Outstanding Performance
2436,1706,2024-11-08,Junior Executive,Manager,10.55,Annual Promotion
2437,574,2024-10-25,Analyst,Senior Manager,20.72,Leadership Development
2438,2960,2025-07-16,Analyst,Assistant Manager,13.73,Outstanding Performance
2439,639,2025-01-30,Senior Executive,Executive,9.02,Outstanding Performance
2440,711,2024-10-23,Senior Analyst,Team Lead,16.56,Outstanding Performance
2441,1736,2024-06-08,Analyst,Team Lead,19.56,Role Expansion
2442,1057,2025-01-01,Senior Analyst,Senior Manager,23.63,Business Requirement
2443,932,2025-08-08,Senior Executive,Senior Manager,15.2,Annual Promotion
2444,2137,2024-08-07,Senior Executive,Executive,14.42,Annual Promotion
2445,1641,2025-09-12,Associate,Senior Executive,18.52,Annual Promotion
2446,2291,2025-06-10,Analyst,Senior Executive,18.29,Outstanding Performance
2447,1919,2025-04-14,Assistant Manager,Senior Manager,16.12,Role Expansion
2448,224,2025-10-09,Assistant Manager,Senior Executive,21.66,Role Expansion
2449,445,2025-03-30,Executive,Lead Analyst,9.77,Leadership Development
2450,1375,2024-03-10,Senior Analyst,Team Lead,8.48,Leadership Development
2451,437,2024-08-12,Executive,Manager,9.11,Business Requirement
2452,1267,2024-02-06,Junior Executive,Team Lead,11.19,Annual Promotion
2453,985,2024-09-10,Associate,Executive,12.58,Business Requirement
2454,2310,2024-07-29,Senior Analyst,Executive,24.77,Role Expansion
2455,1289,2024-02-02,Junior Executive,Executive,9.58,Leadership Development
2456,1157,2025-02-07,Junior Executive,Lead Analyst,24.3,Business Requirement
2457,1601,2025-07-13,Executive,Lead Analyst,20.34,Annual Promotion
2458,399,2025-04-29,Associate,Senior Manager,13.63,Business Requirement
2459,616,2024-09-09,Junior Executive,Manager,8.4,Role Expansion
2460,154,2025-09-25,Analyst,Manager,12.93,Annual Promotion
2461,323,2024-04-19,Associate,Assistant Manager,23.05,Outstanding Performance
2462,884,2025-05-17,Associate,Senior Executive,21.73,Annual Promotion
2463,660,2025-09-05,Assistant Manager,Senior Manager,24.89,Business Requirement
2464,2494,2025-01-24,Senior Analyst,Senior Manager,19.07,Leadership Development
2465,538,2025-04-07,Analyst,Team Lead,13.76,Leadership Development
2466,1765,2024-12-09,Senior Analyst,Team Lead,8.68,Role Expansion
2467,2501,2025-09-27,Executive,Senior Executive,18.32,Annual Promotion
2468,2038,2024-11-30,Senior Analyst,Senior Manager,9.66,Outstanding Performance
2469,1268,2025-05-01,Executive,Team Lead,17.3,Outstanding Performance
2470,1863,2025-01-21,Analyst,Executive,13.33,Leadership Development
2471,2362,2024-01-01,Executive,Lead Analyst,14.18,Outstanding Performance
2472,2911,2025-06-02,Junior Executive,Senior Executive,21.12,Leadership Development
2473,1811,2025-08-04,Analyst,Lead Analyst,19.05,Annual Promotion
2474,2000,2024-08-17,Junior Executive,Manager,8.67,Leadership Development
2475,2539,2025-09-16,Analyst,Assistant Manager,23.59,Annual Promotion
2476,2100,2025-03-28,Analyst,Lead Analyst,22.36,Leadership Development
2477,2795,2025-07-21,Senior Executive,Executive,15.02,Role Expansion
2478,175,2024-07-30,Senior Executive,Senior Manager,18.55,Outstanding Performance
2479,1003,2024-08-31,Associate,Team Lead,19.9,Business Requirement
2480,432,2024-03-09,Junior Executive,Senior Executive,12.94,Annual Promotion
2481,299,2025-09-08,Senior Analyst,Assistant Manager,11.79,Role Expansion
2482,1430,2024-05-19,Associate,Executive,15.92,Business Requirement
2483,352,2024-01-19,Assistant Manager,Executive,11.06,Outstanding Performance
2484,1775,2025-09-08,Analyst,Team Lead,11.39,Leadership Development
2485,1403,2024-10-13,Junior Executive,Lead Analyst,24.94,Role Expansion
2486,1951,2025-11-18,Executive,Senior Manager,9.94,Role Expansion
2487,638,2025-08-08,Junior Executive,Manager,24.13,Annual Promotion
2488,1312,2024-08-30,Associate,Senior Executive,17.66,Business Requirement
2489,1481,2024-12-09,Assistant Manager,Executive,21.42,Role Expansion
2490,94,2024-09-21,Executive,Senior Executive,24.19,Role Expansion
2491,2604,2025-06-24,Senior Executive,Lead Analyst,10.99,Annual Promotion
2492,1660,2024-01-03,Junior Executive,Lead Analyst,9.39,Role Expansion
2493,877,2025-08-15,Assistant Manager,Manager,19.38,Leadership Development
2494,221,2025-05-25,Executive,Team Lead,9.57,Role Expansion
2495,1217,2024-11-30,Senior Executive,Team Lead,10.8,Leadership Development
2496,1948,2025-04-24,Analyst,Assistant Manager,17.1,Annual Promotion
2497,1453,2024-09-04,Associate,Assistant Manager,23.51,Business Requirement
2498,41,2025-05-29,Analyst,Team Lead,17.54,Business Requirement
2499,2736,2024-09-18,Executive,Senior Manager,17.83,Annual Promotion
2500,1297,2024-08-17,Senior Executive,Senior Manager,8.24,Role Expansion
